id,nct_id,outcome_id,non_inferiority_type,non_inferiority_description,param_type,param_value,dispersion_type,dispersion_value,p_value_modifier,p_value,ci_n_sides,ci_percent,ci_lower_limit,ci_upper_limit,ci_upper_limit_na_comment,p_value_description,method,method_description,estimate_description,groups_description,other_analysis_description,ci_upper_limit_raw,ci_lower_limit_raw,p_value_raw
52528477,NCT01023581,103259469,SUPERIORITY_OR_OTHER,,LS mean difference,-0.67,,,<,0.001,TWO_SIDED,95.0,-0.96,-0.37,,"For each set of comparisons in the primary analysis, the null hypothesis was rejected only if both comparisons between a combination and its constituent doses were statistically significant at the 2-sided 2.5% level.",ANCOVA,ANCOVA model with treatment and geographic region as fixed effects and baseline HbA1c as a covariate.,,The primary efficacy analysis consisted of 2 separate sets of comparisons between each BID combination of alogliptin and metformin (alogliptin/metformin 12.5/500 mg BID and 12.5/1000 mg BID) and its constituent doses of alogliptin and metformin. The null hypothesis was that the combination of alogliptin and metformin had no additional effect on glycemic control at Week 26 either when compared with the constituent dose of alogliptin or with the constituent dose of metformin.,,-0.37,-0.96,<0.001
52528478,NCT01023581,103259469,SUPERIORITY_OR_OTHER,,LS mean difference,-0.57,,,<,0.001,TWO_SIDED,95.0,-0.87,-0.27,,,ANCOVA,ANCOVA model with treatment and geographic region as fixed effects and baseline HbA1c as a covariate,,,,-0.27,-0.87,<0.001
52528479,NCT01023581,103259469,SUPERIORITY_OR_OTHER,,LS mean difference,-1.0,,,<,0.001,TWO_SIDED,95.0,-1.29,-0.71,,,ANCOVA,ANCOVA model with treatment and geographic region as fixed effects and baseline HbA1c as a covariate.,,,,-0.71,-1.29,<0.001
52528480,NCT01023581,103259469,SUPERIORITY_OR_OTHER,,LS mean difference,-0.44,,,<,0.001,TWO_SIDED,95.0,-0.73,-0.16,,,ANCOVA,ANCOVA model with treatment and geographic region as fixed effects and baseline HbA1c as a covariate.,,,,-0.16,-0.73,<0.001
52528481,NCT02666183,103259473,OTHER,,Estimated marginal mean difference,-2.251,,,,0.162,TWO_SIDED,95.0,-5.051,0.55,,,ANCOVA,"Covariates: DCG age, gender, race, income",,,,0.550,-5.051,0.162
52528482,NCT02666183,103259473,OTHER,,Estimated marginal mean difference,-3.663,,,,0.007,TWO_SIDED,95.0,-6.538,-0.789,,,ANCOVA,"Covariates: DCG age, gender, race, income",,,,-0.789,-6.538,0.007
52528483,NCT02666183,103259473,OTHER,,Estimated marginal mean difference,-1.413,,,,0.714,TWO_SIDED,95.0,-4.29,1.464,,,ANCOVA,"Covariates: DCG age, gender, race, income",,,,1.464,-4.290,0.714
52528484,NCT02666183,103259474,OTHER,,Estimated marginal mean difference,-0.531,,,,0.173,TWO_SIDED,95.0,-1.297,0.234,,,ANCOVA,"Covariates: DCG age, gender, race, income",,,,0.234,-1.297,0.173
52528485,NCT02666183,103259474,OTHER,,Estimated marginal mean difference,-1.456,,,,0.001,TWO_SIDED,95.0,-2.241,-0.671,,,ANCOVA,"Covariates: DCG age, gender, race, income",,,,-0.671,-2.241,0.001
52528486,NCT02666183,103259474,OTHER,,Estimated marginal mean difference,-0.925,,,,0.021,TWO_SIDED,95.0,-1.711,-0.139,,,ANCOVA,"Covariates: DCG age, gender, race, income",,,,-0.139,-1.711,0.021
52528487,NCT02666183,103259475,OTHER,,Estimated marginal mean difference,-0.984,,,,0.323,TWO_SIDED,95.0,-2.939,0.971,,,ANCOVA,"Covariates: DCG age, gender, race, income",,,,0.971,-2.939,0.323
52528488,NCT02666183,103259475,OTHER,,Estimated marginal mean difference,-1.768,,,,0.086,TWO_SIDED,95.0,-3.785,0.249,,,ANCOVA,"Covariates: DCG age, gender, race, income",,,,0.249,-3.785,0.086
52528489,NCT02666183,103259475,OTHER,,Estimated marginal mean difference,-0.784,,,,0.443,TWO_SIDED,95.0,-2.794,1.226,,,ANCOVA,"Covariates: DCG age, gender, race, income",,,,1.226,-2.794,0.443
52469290,NCT00151476,103160415,SUPERIORITY_OR_OTHER_LEGACY,,Kaplan-Meier Estimate of Time to Event,20.63,,,,,,95.0,8.05,48.03,,,,,Kaplan-Meier Estimate of Time to Event (months).,Time to FAP-related surgical events (months); 25th percentile.,,48.03,8.05,
52528490,NCT01231581,103259476,SUPERIORITY_OR_OTHER,,Hazard Ratio (HR),0.94,,,,0.352,TWO_SIDED,95.0,0.66,1.32,,,Log Rank,,Hazard ratios are estimated using a Pike estimator.,,,1.32,0.66,0.352
52528491,NCT01124604,103259484,SUPERIORITY_OR_OTHER,,Least Square (LS) Mean Difference,-0.1,STANDARD_ERROR_OF_MEAN,0.46,,,,95.0,-1.04,0.8,,,,,"Test for no difference between treatments was derived from Analysis of covariance (ANCOVA) model with factors treatment, disease and Baseline pain intensity as covariate.",,,0.80,-1.04,
52528492,NCT01046682,103259530,SUPERIORITY_OR_OTHER,,,,,,<,0.05,TWO_SIDED,95.0,,,,,Wilcoxon rank sum test,,,"Using data from a different population, ie, patients with peripheral artery disease, and a different intervention, ie, omega-3 fatty acids, 15 participants were needed per group to achieve 80% power to detect a difference in means of -3.6% (the difference between the control group mean of -0.3% and a treatment group mean of 3.3%) assuming a common standard deviation of 3.3 using a two group t-test with a 0.05 two-sided significance level. 5 patients added to each arm in case nonparametric.",,,,<0.05
52528493,NCT03329690,103259557,SUPERIORITY,,,,,,<,0.0001,,,,,,,Cochran-Mantel-Haenszel,CMH test with region as a stratification factor,,,,,,<0.0001
52528494,NCT01592344,103259622,SUPERIORITY_OR_OTHER,,,,,,,0.0048,TWO_SIDED,,,,,,Cochran-Mantel-Haenszel,,,,,,,0.0048
52528495,NCT01592344,103259623,SUPERIORITY_OR_OTHER,,,,,,<,0.0001,TWO_SIDED,,,,,,"t-test, 2 sided",,,,,,,<0.0001
52588883,NCT00113880,103396381,SUPERIORITY_OR_OTHER,,Hazard Ratio (HR),0.4,,,,0.01,TWO_SIDED,95.0,0.22,0.74,,"Due to the exploratory nature of the study and the lack of formal hypothesis testing, multiple CIs were constructed without multiplicity adjustment.","Regression, Cox",,Population was the all ages combined group.,"Pregnancy exam/supervision event rates were presented per 1,000 person-months.",,0.74,0.22,0.01
52588884,NCT00113880,103396381,SUPERIORITY_OR_OTHER,,Hazard Ratio (HR),0.05,,,,0.01,TWO_SIDED,95.0,0.03,0.08,,"Due to the exploratory nature of the study and the lack of formal hypothesis testing, multiple CIs were constructed without multiplicity adjustment.","Regression, Cox",,Population was the 18-49 year age and the all ages combined groups.,"Pregnancy exam/supervision event rates were presented per 1,000 person-months.",,0.08,0.03,0.01
52588885,NCT00113880,103396381,SUPERIORITY_OR_OTHER,,Hazard Ratio (HR),0.02,,,,0.01,TWO_SIDED,95.0,0.01,0.03,,,"Regression, Cox",,Population was the 18-49 year age and all ages combined groups.,"Pregnancy exam/supervision event rates were presented per 1,000 person-months.",,0.03,0.01,0.01
52588886,NCT00113880,103396382,SUPERIORITY_OR_OTHER,,Hazard Ratio (HR),2.06,,,,0.04,TWO_SIDED,95.0,1.02,4.13,,"Due to the exploratory nature of the study and the lack of formal hypothesis testing, multiple CIs were constructed without multiplicity adjustment.","Regression, Cox",,,"Urticaria event rates were presented per 1,000 person-months.",,4.13,1.02,0.04
52469291,NCT00151476,103160415,SUPERIORITY_OR_OTHER_LEGACY,,Kaplan-Meier Estimate of Time to Event,40.21,,,,,,95.0,8.31,105.68,,,,,Kaplan-Meier Estimate of Time to Event (months).,Time to FAP-related surgical events (months); 25th percentile.,,105.68,8.31,
52469292,NCT00151476,103160415,SUPERIORITY_OR_OTHER_LEGACY,,Kaplan-Meier Estimate of Time to Event,19.81,,,,,,95.0,16.03,56.34,,,,,Kaplan-Meier Estimate of Time to Event (months).,Time to FAP-related surgical events (months); 25th percentile.,,56.34,16.03,
52469293,NCT00151476,103160415,SUPERIORITY_OR_OTHER_LEGACY,,Kaplan-Meier Estimate of Time to Event,20.22,,,,,,95.0,12.35,40.31,,,,,Kaplan-Meier Estimate of Time to Event (months).,Time to FAP-related surgical events (months); 25th percentile.,,40.31,12.35,
52469294,NCT00151476,103160417,SUPERIORITY_OR_OTHER_LEGACY,,Kaplan-Meier Estimate of Time to Event,21.22,,,,,,95.0,4.07,64.16,,,,,Kaplan-Meier Estimate of Time to Event (months).,Time to FAP-related events (months); 25th percentile.,,64.16,4.07,
52528496,NCT01592344,103259624,SUPERIORITY_OR_OTHER,,,,,,<,0.0001,TWO_SIDED,,,,,,"t-test, 2 sided",,,,,,,<0.0001
52528497,NCT01592344,103259625,SUPERIORITY_OR_OTHER,,,,,,<,0.0001,TWO_SIDED,,,,,,"t-test, 2 sided",,,,,,,<0.0001
52528498,NCT02016482,103259626,SUPERIORITY_OR_OTHER,,Difference in percentage,43.2,,,<,0.001,TWO_SIDED,95.0,32.8,53.6,,"Cochran-Mantel-Haenszel test adjusted for strata. If zero frequency occurred, strata were dropped and p-value was calculated based on chi-square test (or adjusted chi-square test based on Campbell \[2007\]).",Cochran-Mantel-Haenszel,,,"For US regulatory purposes, ranked first secondary endpoint.",,53.6,32.8,< 0.001
52528499,NCT02016482,103259627,SUPERIORITY_OR_OTHER,,Difference in percentage,42.0,,,<,0.001,TWO_SIDED,95.0,30.8,53.2,,"Cochran-Mantel-Haenszel test adjusted for strata. If zero frequency occurred, strata were dropped and p-value was calculated based on chi-square test (or adjusted chi-square test based on Campbell \[2007\]).",Cochran-Mantel-Haenszel,,,"Ranked sixth secondary endpoint. For US regulatory purposes, this was the primary endpoint.",,53.2,30.8,< 0.001
52528500,NCT02016482,103259628,SUPERIORITY_OR_OTHER,,LS Mean,-44.8,,,<,0.001,TWO_SIDED,95.0,-53.5,-36.0,,"P values were calculated from ANCOVA with treatment center stratum, Baseline value, and treatment in the model.",ANCOVA,,,"Ranked first secondary endpoint. For US regulatory purposes, ranked second secondary endpoint.",,-36.0,-53.5,< 0.001
52528501,NCT02016482,103259629,SUPERIORITY_OR_OTHER,,Difference in percentage,6.6,,,,0.008,TWO_SIDED,95.0,1.8,11.3,,"Cochran-Mantel-Haenszel test adjusted for strata. If zero frequency occurred, strata were dropped and p-value was calculated based on chi-square test (or adjusted chi-square test based on Campbell \[2007\]).",Cochran-Mantel-Haenszel,,,"Ranked second secondary endpoint. For US regulatory purposes, ranked third secondary endpoint.",,11.3,1.8,0.008
52528502,NCT02016482,103259630,SUPERIORITY_OR_OTHER,,LS Mean Percent Change,-2.6,,,<,0.001,TWO_SIDED,95.0,-3.3,-2.0,,"P values were calculated from ANCOVA with treatment center stratum, Baseline value, and treatment in the model.",ANCOVA,,,"Ranked third secondary endpoint. For US regulatory purposes, ranked fourth secondary endpoint.",,-2.0,-3.3,< 0.001
52528503,NCT02016482,103259631,SUPERIORITY_OR_OTHER,,LS Mean Difference,-2.9,,,<,0.001,TWO_SIDED,95.0,-3.6,-2.2,,"P values were calculated from ANCOVA with treatment center stratum, Baseline value, and treatment in the model.",ANCOVA,,,"Ranked fourth secondary endpoint. For US regulatory purposes, ranked fifth secondary endpoint.",,-2.2,-3.6,< 0.001
52528504,NCT02016482,103259632,SUPERIORITY_OR_OTHER,,Difference in percentage,57.9,,,,0.002,TWO_SIDED,95.0,33.8,82.0,,"Cochran-Mantel-Haenszel test adjusted for strata. If zero frequency occurred, strata were dropped and p-value was calculated based on chi-square test (or adjusted chi-square test based on Campbell \[2007\]).",Cochran-Mantel-Haenszel,,,"Ranked fifth secondary endpoint. For US regulatory purposes, ranked sixth secondary endpoint.",,82.0,33.8,0.002
52528505,NCT02016482,103259633,SUPERIORITY_OR_OTHER,,Difference in percentage,43.3,,,<,0.001,TWO_SIDED,95.0,31.3,55.2,,"Cochran-Mantel-Haenszel test adjusted for strata. If zero frequency occurred, strata were dropped and p-value was calculated based on chi-square test (or adjusted chi-square test based on Campbell \[2007\]).",Cochran-Mantel-Haenszel,,,,,55.2,31.3,< 0.001
52588887,NCT00113880,103396384,SUPERIORITY_OR_OTHER,,Risk Ratio (RR),0.71,,,,0.01,TWO_SIDED,95.0,0.56,0.89,,"Due to the exploratory nature of the study and the lack of formal hypothesis testing, multiple CIs were constructed without multiplicity adjustment.",Fisher Exact,,Population: all ages combined within 21 days. The rate of events during the risk period represents the numerator; the rate of events during the control period represents the denominator.,"Any asthma or wheezing event rates were presented per 1,000 person-months.",,0.89,0.56,0.01
52588888,NCT00113880,103396384,SUPERIORITY_OR_OTHER,,Risk Ratio (RR),0.59,,,,0.01,TWO_SIDED,95.0,0.41,0.83,,"Due to the exploratory nature of the study and the lack of formal hypothesis testing, multiple CIs were constructed without multiplicity adjustment.",Fisher Exact,,Population: 5-8 years within 21 days. The rate of events during the risk period represents the numerator; the rate of events during the control period represents the denominator.,"Any asthma or wheezing event rates were presented per 1,000 person-months.",,0.83,0.41,0.01
52528506,NCT02016482,103259634,SUPERIORITY_OR_OTHER,,Difference in percentage,44.8,,,<,0.001,TWO_SIDED,95.0,33.2,56.5,,"Cochran-Mantel-Haenszel test adjusted for strata. If zero frequency occurred, strata were dropped and p-value was calculated based on chi-square test (or adjusted chi-square test based on Campbell \[2007\]).",Cochran-Mantel-Haenszel,,,,,56.5,33.2,< 0.001
52528507,NCT02016482,103259635,SUPERIORITY_OR_OTHER,,Difference in percentage,18.6,,,<,0.001,TWO_SIDED,95.0,10.6,26.6,,"Cochran-Mantel-Haenszel test adjusted for strata. If zero frequency occurred, strata were dropped and p-value was calculated based on chi-square test (or adjusted chi-square test based on Campbell \[2007\]).",Cochran-Mantel-Haenszel,,,,,26.6,10.6,< 0.001
52528508,NCT02016482,103259636,SUPERIORITY_OR_OTHER,,Difference in percentage,36.0,,,<,0.001,TWO_SIDED,95.0,25.0,46.9,,"Cochran-Mantel-Haenszel test adjusted for strata. If zero frequency occurred, strata were dropped and p-value was calculated based on chi-square test (or adjusted chi-square test based on Campbell \[2007\]).",Cochran-Mantel-Haenszel,,,,,46.9,25.0,< 0.001
52528509,NCT02016482,103259637,SUPERIORITY_OR_OTHER,,Difference in percentage,13.3,,,<,0.001,TWO_SIDED,95.0,6.5,20.0,,"Cochran-Mantel-Haenszel test adjusted for strata. If zero frequency occurred, strata were dropped and p-value was calculated based on chi-square test (or adjusted chi-square test based on Campbell \[2007\]).",Cochran-Mantel-Haenszel,,,,,20.0,6.5,<0.001
52588889,NCT00113880,103396384,SUPERIORITY_OR_OTHER,,Risk Ratio (RR),0.68,,,,0.04,TWO_SIDED,95.0,0.46,0.99,,"Due to the exploratory nature of the study and the lack of formal hypothesis testing, multiple CIs were constructed without multiplicity adjustment.",Fisher Exact,,Population: 18-49 years within 42 days. The rate of events in FluMist recipients represents the numerator; the rate of events in unvaccinated controls represents the denominator.,"Any asthma or wheezing event rates were presented per 1,000 person-months.",,0.99,0.46,0.04
52600455,NCT04546425,103420128,NON_INFERIORITY,Comparison for the 13 matched serotypes for 20vPnC is to the corresponding serotype in 13vPnC group.,Percent difference,-0.4,,,,,TWO_SIDED,95.0,-1.5,0.4,,,,,2-Sided 95% CI based on the Miettinen and Nurminen method for the difference in proportions expressed as a percentage.,Serotype 7F,,0.4,-1.5,
52648492,NCT00878644,103520984,SUPERIORITY,,Risk Difference (RD),7.3,,,,0.14,TWO_SIDED,95.0,-1.5,16.1,,,Cochran-Mantel-Haenszel,"Cochran-Mantel-Haenszel test was used adjusting for age category at time of randomization (\<2 years, 2 to \<12 years, or \>=12 years)",,,,16.1,-1.5,0.14
52648493,NCT00878644,103520985,SUPERIORITY,,Risk Difference (RD),9.1,,,,0.13,TWO_SIDED,95.0,-1.8,19.9,,,Cochran-Mantel-Haenszel,"Cochran-Mantel-Haenszel test was used adjusting for age category at time of randomization (\<2 years, 2 to \<12 years, or \>=12 years)",,,,19.9,-1.8,0.13
52707852,NCT02059512,103640316,SUPERIORITY,,,,,,,0.4,,,,,,,Kruskal-Wallis,,,Analysis of leukocytes 7 days of the postoperative period.,,,,0.4
52469295,NCT00151476,103160417,SUPERIORITY_OR_OTHER_LEGACY,,Kaplan-Meier Estimate of Time to Event,19.81,,,,,,95.0,3.68,64.16,,,,,Kaplan-Meier Estimate of Time to Event (months).,Time to FAP-related events (months); 25th percentile.,,64.16,3.68,
52528510,NCT02016482,103259638,SUPERIORITY_OR_OTHER,,LS Mean Difference,-3.5,,,<,0.001,TWO_SIDED,95.0,-4.3,-2.8,,"Across all strata, P values were calculated from ANCOVA with treatment center stratum, Baseline value, and treatment in the model.",ANCOVA,,,,,-2.8,-4.3,< 0.001
52528511,NCT02016482,103259639,SUPERIORITY_OR_OTHER,,LS Mean Difference,-38.9,,,<,0.001,TWO_SIDED,95.0,-46.9,-30.8,,"Across all strata, P values were calculated from ANCOVA with treatment center stratum, Baseline value, and treatment in the model.",ANCOVA,,,,,-30.8,-46.9,< 0.001
52528512,NCT02016482,103259640,SUPERIORITY_OR_OTHER,,LS Mean Difference,-28.6,,,<,0.001,TWO_SIDED,95.0,-33.5,-23.7,,"Across all strata, P values were calculated from ANCOVA with treatment center stratum, Baseline value, and treatment in the model.",ANCOVA,,,,,-23.7,-33.5,< 0.001
52528513,NCT02016482,103259641,SUPERIORITY_OR_OTHER,,LS Mean Difference,-50.1,,,<,0.001,TWO_SIDED,95.0,-58.3,-41.9,,"Across all strata, P values were calculated from ANCOVA with treatment center stratum, Baseline value, and treatment in the model.",ANCOVA,,,,,-41.9,-58.3,< 0.001
52528514,NCT02016482,103259642,SUPERIORITY_OR_OTHER,,Difference in percentage,7.4,,,,0.004,TWO_SIDED,95.0,2.4,12.4,,"Cochran-Mantel-Haenszel test adjusted for strata. If zero frequency occurred, strata were dropped and p-value was calculated based on chi-square test (or adjusted chi-square test based on Campbell \[2007\]).",Cochran-Mantel-Haenszel,,,,,12.4,2.4,0.004
52528515,NCT02016482,103259643,SUPERIORITY_OR_OTHER,,Difference in percentage,18.5,,,<,0.001,TWO_SIDED,95.0,10.1,26.8,,"Cochran-Mantel-Haenszel test adjusted for strata. If zero frequency occurred, strata were dropped and p-value was calculated based on chi-square test (or adjusted chi-square test based on Campbell \[2007\]).",Cochran-Mantel-Haenszel,,,,,26.8,10.1,< 0.001
52707853,NCT02059512,103640316,SUPERIORITY,,,,,,,0.5,,,,,,,Kruskal-Wallis,,,Analysis of leukocytes 14 days of the postoperative period.,,,,0.5
52528516,NCT02016482,103259644,SUPERIORITY_OR_OTHER,,LS Mean Difference,-2.5,,,<,0.001,TWO_SIDED,95.0,-3.1,-1.9,,"Across all strata, P values were calculated from ANCOVA with treatment center stratum, Baseline value, and treatment in the model.",ANCOVA,,,,,-1.9,-3.1,< 0.001
52528517,NCT02016482,103259645,SUPERIORITY_OR_OTHER,,LS Mean Difference,-40.2,,,<,0.001,TWO_SIDED,95.0,-50.0,-30.4,,"Across all strata, P values were calculated from ANCOVA with treatment center stratum, Baseline value, and treatment in the model.",ANCOVA,,,,,-30.4,-50.0,< 0.001
52528518,NCT02016482,103259646,SUPERIORITY_OR_OTHER,,LS Mean Difference,-19.5,,,<,0.001,TWO_SIDED,95.0,-23.6,-15.3,,"Across all strata, P values were calculated from ANCOVA with stratum, Baseline value, and treatment in the model.",ANCOVA,,,,,-15.3,-23.6,< 0.001
