id,nct_id,ctgov_group_code,result_type,title,description,outcome_id
324230277,NCT04690855,OG000,Outcome,Study Treatment Arm,"All patients will be treated with induction talazoparib of 1mg PO daily starting Day 1. Patients will then receive 8 Gy x 3 fractions to 1-4 metastatic lesions beginning Day 12,13, or 14 and given QOD. 840 mg of atezolizumab will be given intravenously (IV) on Day 15 of the 1st cycle and then on Day 1 and Day 15 of the remaining cycles. The sequence of administration is not specified on the days in which talazoparib and atezolizumab are given on the same day. Each cycle equals 28 days. Treatment will continue until progression or severe toxicity.

A safety lead in of up to 6 patients will be performed. Immune-related and non-immune related adverse events will be tracked up to 12 weeks post initiation of atezolizumab, as the majority of treatment-related toxicities from talazoparib, radiation, and atezolizumab occur within this time period.

Talazoparib: Talazoparib 1 mg Orally Day 1 to Day 28

Atezolizumab: Atezolizumab 840 mg IV over 60 minutes Day 15 of Cycle 1 then Day 1 and Day 15 of subsequent Cycles

Radiation: Radiation 8 Gy will be given in 3 fractions QOD beginning Day 12, 13 or 14 of Cycle 1 but 24-72 hours prior to 1st dose of Atezolizumab",103286939.0
324273009,NCT00949715,FG000,Participant Flow,RV Apical Pacing,"Pacing lead located at the bottom of the right ventricle of the heart, in the right ventricular apex

Medtronic or Vitatron Dual-Chamber Pacemaker : A Medtronic or Vitatron market-approved dual-chamber implantable pulse generator (IPG) with atrial tachycardia/atrial fibrillation (AT/AF) trending ability

Medtronic SelectSecure 3830 Lead : Medtronic market-approved SelectSecure Model 3830 bipolar pacing lead",
324230278,NCT04690855,OG000,Outcome,Study Treatment Arm,"All patients will be treated with induction talazoparib of 1mg PO daily starting Day 1. Patients will then receive 8 Gy x 3 fractions to 1-4 metastatic lesions beginning Day 12,13, or 14 and given QOD. 840 mg of atezolizumab will be given intravenously (IV) on Day 15 of the 1st cycle and then on Day 1 and Day 15 of the remaining cycles. The sequence of administration is not specified on the days in which talazoparib and atezolizumab are given on the same day. Each cycle equals 28 days. Treatment will continue until progression or severe toxicity.

A safety lead in of up to 6 patients will be performed. Immune-related and non-immune related adverse events will be tracked up to 12 weeks post initiation of atezolizumab, as the majority of treatment-related toxicities from talazoparib, radiation, and atezolizumab occur within this time period.

Talazoparib: Talazoparib 1 mg Orally Day 1 to Day 28

Atezolizumab: Atezolizumab 840 mg IV over 60 minutes Day 15 of Cycle 1 then Day 1 and Day 15 of subsequent Cycles

Radiation: Radiation 8 Gy will be given in 3 fractions QOD beginning Day 12, 13 or 14 of Cycle 1 but 24-72 hours prior to 1st dose of Atezolizumab",103286940.0
324230279,NCT04690855,OG000,Outcome,Study Treatment Arm,"All patients will be treated with induction talazoparib of 1mg PO daily starting Day 1. Patients will then receive 8 Gy x 3 fractions to 1-4 metastatic lesions beginning Day 12,13, or 14 and given QOD. 840 mg of atezolizumab will be given intravenously (IV) on Day 15 of the 1st cycle and then on Day 1 and Day 15 of the remaining cycles. The sequence of administration is not specified on the days in which talazoparib and atezolizumab are given on the same day. Each cycle equals 28 days. Treatment will continue until progression or severe toxicity.

A safety lead in of up to 6 patients will be performed. Immune-related and non-immune related adverse events will be tracked up to 12 weeks post initiation of atezolizumab, as the majority of treatment-related toxicities from talazoparib, radiation, and atezolizumab occur within this time period.

Talazoparib: Talazoparib 1 mg Orally Day 1 to Day 28

Atezolizumab: Atezolizumab 840 mg IV over 60 minutes Day 15 of Cycle 1 then Day 1 and Day 15 of subsequent Cycles

Radiation: Radiation 8 Gy will be given in 3 fractions QOD beginning Day 12, 13 or 14 of Cycle 1 but 24-72 hours prior to 1st dose of Atezolizumab",103286941.0
324230280,NCT04690855,OG000,Outcome,Study Treatment Arm,"All patients will be treated with induction talazoparib of 1mg PO daily starting Day 1. Patients will then receive 8 Gy x 3 fractions to 1-4 metastatic lesions beginning Day 12,13, or 14 and given QOD. 840 mg of atezolizumab will be given intravenously (IV) on Day 15 of the 1st cycle and then on Day 1 and Day 15 of the remaining cycles. The sequence of administration is not specified on the days in which talazoparib and atezolizumab are given on the same day. Each cycle equals 28 days. Treatment will continue until progression or severe toxicity.

A safety lead in of up to 6 patients will be performed. Immune-related and non-immune related adverse events will be tracked up to 12 weeks post initiation of atezolizumab, as the majority of treatment-related toxicities from talazoparib, radiation, and atezolizumab occur within this time period.

Talazoparib: Talazoparib 1 mg Orally Day 1 to Day 28

Atezolizumab: Atezolizumab 840 mg IV over 60 minutes Day 15 of Cycle 1 then Day 1 and Day 15 of subsequent Cycles

Radiation: Radiation 8 Gy will be given in 3 fractions QOD beginning Day 12, 13 or 14 of Cycle 1 but 24-72 hours prior to 1st dose of Atezolizumab",103286942.0
324230281,NCT04690855,OG000,Outcome,Study Treatment Arm,"All patients will be treated with induction talazoparib of 1mg PO daily starting Day 1. Patients will then receive 8 Gy x 3 fractions to 1-4 metastatic lesions beginning Day 12,13, or 14 and given QOD. 840 mg of atezolizumab will be given intravenously (IV) on Day 15 of the 1st cycle and then on Day 1 and Day 15 of the remaining cycles. The sequence of administration is not specified on the days in which talazoparib and atezolizumab are given on the same day. Each cycle equals 28 days. Treatment will continue until progression or severe toxicity.

A safety lead in of up to 6 patients will be performed. Immune-related and non-immune related adverse events will be tracked up to 12 weeks post initiation of atezolizumab, as the majority of treatment-related toxicities from talazoparib, radiation, and atezolizumab occur within this time period.

Talazoparib: Talazoparib 1 mg Orally Day 1 to Day 28

Atezolizumab: Atezolizumab 840 mg IV over 60 minutes Day 15 of Cycle 1 then Day 1 and Day 15 of subsequent Cycles

Radiation: Radiation 8 Gy will be given in 3 fractions QOD beginning Day 12, 13 or 14 of Cycle 1 but 24-72 hours prior to 1st dose of Atezolizumab",103286943.0
324230282,NCT04690855,OG000,Outcome,Study Treatment Arm,"All patients will be treated with induction talazoparib of 1mg PO daily starting Day 1. Patients will then receive 8 Gy x 3 fractions to 1-4 metastatic lesions beginning Day 12,13, or 14 and given QOD. 840 mg of atezolizumab will be given intravenously (IV) on Day 15 of the 1st cycle and then on Day 1 and Day 15 of the remaining cycles. The sequence of administration is not specified on the days in which talazoparib and atezolizumab are given on the same day. Each cycle equals 28 days. Treatment will continue until progression or severe toxicity.

A safety lead in of up to 6 patients will be performed. Immune-related and non-immune related adverse events will be tracked up to 12 weeks post initiation of atezolizumab, as the majority of treatment-related toxicities from talazoparib, radiation, and atezolizumab occur within this time period.

Talazoparib: Talazoparib 1 mg Orally Day 1 to Day 28

Atezolizumab: Atezolizumab 840 mg IV over 60 minutes Day 15 of Cycle 1 then Day 1 and Day 15 of subsequent Cycles

Radiation: Radiation 8 Gy will be given in 3 fractions QOD beginning Day 12, 13 or 14 of Cycle 1 but 24-72 hours prior to 1st dose of Atezolizumab",103286944.0
324273010,NCT00949715,FG001,Participant Flow,RV Mid-Septal Pacing,"Pacing lead located in the right ventricle at the middle of the muscle separating the right and left sides of the heart

Medtronic or Vitatron Dual-Chamber Pacemaker : A Medtronic or Vitatron market-approved dual-chamber implantable pulse generator (IPG) with atrial tachycardia/atrial fibrillation (AT/AF) trending ability

Medtronic SelectSecure 3830 Lead : Medtronic market-approved SelectSecure Model 3830 bipolar pacing lead",
324273011,NCT04858802,FG000,Participant Flow,PROPEL Contour Sinus Implant,"Following successful in-office bilateral balloon dilation, placement of PROPEL Contour Sinus Implant in the randomized side.

PROPEL Contour Sinus Implant: 370 mcg mometasone furoate-coated sinus implant",
325026466,NCT04607291,OG000,Outcome,Health Services Research (Witness CARES Services) Intervention,"Patients who are not prepared for a colonoscopy or stool test receive educational materials, messages, and videos electronically or by mail with information about colorectal screening and are followed up by phone within 2 weeks. Patients desiring colonoscopy, receive navigators assistance with obtaining the screening (e.g.,determining gastrointestinal doctor, scheduling appointment, prep materials and process, transportation, escort). Patients desiring a stool test, receive navigators assistance by facilitating fecal tests.

Community Health Service: Receive Witness CARES services

Survey Administration: Ancillary studies",103527284.0
325423842,NCT00685399,OG000,Outcome,Complete Study,"All participants who received study drug, completed the treatment phase of the trial without clinically significant protocol deviations and have non-missing values at both Day 1 and Day 57 for at least one of the outcomes that define participants who respond.",103647854.0
325423843,NCT00685399,OG000,Outcome,Complete Study,"All participants who received study drug, completed the treatment phase of the trial without clinically significant protocol deviations and have non-missing values at both Day 1 and Day 57 for at least one of the outcomes that define participants who respond.",103647855.0
325423844,NCT00685399,OG000,Outcome,Complete Study,"All participants who received study drug, completed the treatment phase of the trial without clinically significant protocol deviations and have non-missing values at both Day 1 and Day 57 for at least one of the outcomes that define participants who respond.",103647856.0
